Benämning                      Num Hplnamn Notering                                                       Numerisk X   Numerisk Y          wgs84_lat         wgs84_long
1457 Kumleskärsgatan 1                1457                                                                 313581,00   6393723,00      57,6471586125      11,8761937231
1458 Svartskärsvägen 26               1458                                                                 313262,00   6393702,00      57,6468382739      11,8708734720
1476 Melongatan 48                    1476                                                                 313578,00   6393953,00      57,6492203161      11,8759661115
1477 Melongatan 39                    1477 Taxificka B OBS! Flyttad pga av ombyggnation, ingen skylt.      313645,00   6394005,00      57,6497144114      11,8770468442
1478 Aprikosgatan 83                  1478                                                                 313366,00   6393983,00      57,6494017040      11,8723963077
1481 Gråskärsgatan 87                 1481                                                                 314232,00   6393544,00      57,6458218886      11,8872214859
1482 Gråskärsgatan 28                 1482                                                                 314130,00   6393565,00      57,6459681682      11,8854992066
1483 Vättnedalsvägen 14               1483                                                                 314346,00   6393307,00      57,6437431060      11,8893106066
1484 Vättnedalsvägen 24.B             1484                                                                 314280,00   6393143,00      57,6422449883      11,8883325949
1485 Tynneredsvägen 27                1485                                                                 314116,00   6393336,00      57,6439084886      11,8854410648
1486 Silleskärsgatan 6                1486                                                                 313956,00   6393292,00      57,6434478390      11,8827985528
1488 Klåveskärsgatan 33               1488                                                                 314016,00   6393077,00      57,6415441405      11,8839674935
1491 Högskärsgatan 4                  1491                                                                 313861,00   6393572,00      57,6459199571      11,8809939168
1492 Bolleskärsgatan 60               1492                                                                 313693,00   6393192,00      57,6424423237      11,8784764407
1494 Grässkärsgatan 9.B               1494                                                                 313768,00   6392648,00      57,6375940449      11,8801499197
1495 Dyrstensvägen 14                 1495                                                                 313494,00   6392628,00      57,6373013779      11,8755829347
1496 Önnereds Bryggv.81.B             1496                                                                 313392,00   6392861,00      57,6393490300      11,8736973030
1497 Önnereds Bryggv.69.D             1497                                                                 313531,00   6393051,00      57,6411106895      11,8758755534
2412 Korsåsliden 2                    2412                                                                 315573,00   6393320,00      57,6443632490      11,9098251465
Benämning                      Num Hplnamn Notering                                                       Numerisk X   Numerisk Y          wgs84_lat         wgs84_long
------------------------------ ----------- ------------------------------------------------------------ ------------ ------------ ------------------ ------------------
2413 Korsåsliden 84                   2413                                                                 315487,00   6393233,00      57,6435000000      11,9085000000
2414 Korsåsliden 130                  2414                                                                 315326,00   6393287,00      57,6440000000      11,9057000000
2415 Korsåsgatan 5                    2415                                                                 315529,00   6393084,00      57,6422000000      11,9093000000
2416 Korsåsgatan 115                  2416                                                                 315444,00   6392988,00      57,6413000000      11,9079000000
2418 Båtyxegatan 9.B                  2418                                                                 315756,00   6392977,00      57,6414000000      11,9131000000
2431 Dörjeskärsgatan 1                2431                                                                 314316,00   6392362,00      57,6352547582      11,8895342586
2432 Dörjeskärsgatan 11               2432                                                                 314402,00   6392443,00      57,6360166160      11,8909103818
2433 Ersåsbacken 4                    2433                                                                 314007,00   6392416,00      57,6356117744      11,8843253528
2435 Juteskärsgatan 2                 2435 Äldreboende Åkerhus                                             313908,00   6392819,00      57,6391855363      11,8823596965
2436 Juteskärsgatan 12                2436                                                                 314047,00   6392863,00      57,6396375324      11,8846506306
2441 Spektrumsgatan 1                 2441 ICA Supermarket                                                 314781,00   6392217,00      57,6341453879      11,8974216068
2442 Färgspelsgatan 39                2442                                                                 314541,00   6392178,00      57,6336969480      11,8934381228
2443 Spektrumsgatan 28                2443                                                                 314752,00   6391992,00      57,6321153251      11,8971089168
2444 Kulörgatan 18                    2444                                                                 314810,00   6391711,00      57,6296187105      11,8982938671
2445 Ö Palettgatan 2                  2445                                                                 314864,00   6391440,00      57,6272102071      11,8994041283
2446 Rödgatan 20                      2446                                                                 314631,00   6391552,00      57,6281190817      11,8954226348
2447 Cinnobergatan 1                  2447                                                                 314600,00   6391743,00      57,6298195082      11,8947580535
2451 Bjölavägen 1                     2451 Äldreboende Bjöla                                               315038,00   6391052,00      57,6238014171      11,9026098974
2452 Kungshamnsgatan 1                2452                                                                 314984,00   6391457,00      57,6274118834      11,9013975270
2453 Borghamnsgatan 5                 2453                                                                 315178,00   6391462,00      57,6275362370      11,9046373548
2454 Sandhamnsgatan 18                2454                                                                 315127,00   6391277,00      57,6258560583      11,9039259308
2455 Vallhamnsgatan 78                2455                                                                 314952,00   6391250,00      57,6255421029      11,9010207130
2461 Hammarvägen 8                    2461 P-plats                                                         314753,00   6391182,00      57,6248505588      11,8977457447
2463 Hammarvägen 11                   2463                                                                 314415,00   6391483,00      57,6274000000      11,8919000000
2464 Hammarvägen 19                   2464                                                                 314276,00   6391645,00      57,6288072385      11,8894156888
2465 Annikas Gata 15                  2465                                                                 314294,00   6391216,00      57,6249667737      11,8900458204
2466 Gertruds Gata 25                 2466                                                                 314088,00   6391377,00      57,6263260687      11,8864782022
2471 Blågatan 6                       2471                                                                 314313,00   6392116,00      57,6330470698      11,8896730189
2472 Violettgatan 9                   2472                                                                 314392,00   6391911,00      57,6312408806      11,8911512507
2474 Aveskärsgatan 17                 2474                                                                 314150,00   6392172,00      57,6334822070      11,8869042281
1400 Opaltorget Buss                  1400 Läge C                                                          315061,00   6392986,00      57,6411577202      11,9015160792
1402 Tanneskärsg.100                  1402                                                                 314573,00   6392741,00      57,6387598186      11,8935416990
1403 Tanneskärsg.203                  1403                                                                 314273,00   6392743,00      57,6386543010      11,8885227178
1404 Kupeskärsgatan 42                1404                                                                 314521,00   6392975,00      57,6408372818      11,8924924232
1405 Grevegårdsv.230                  1405                                                                 314849,00   6393057,00      57,6417075990      11,8979157765
1406 Grevegårdsv.146                  1406                                                                 314726,00   6393211,00      57,6430383478      11,8957403887
1407 Turmalingatan 1.A                1407                                                                 314589,00   6393553,00      57,6460495568      11,8931865794
2426 Bronsfyndsgatan 20               2426                                                                 315216,00   6392386,00      57,6358396089      11,9045670036
2010 Bäckebol, Coop                   2010                                                                 321565,00   6407041,00      57,7699000000      11,9999000000
2004 Akkas Gata 10                    2004 Vändplats                                                       320476,00   6405258,00      57,7534000000      11,9830000000
2425 Opalgatan 15                     2425                                                                 315166,00   6392761,00      57,6391826999      11,9034443348
2422 Bronsgjutareg.10                 2422                                                                 315358,00   6392660,00      57,6383554406      11,9067326323
2801 Lundby Sjukhus                   2801 Wieselgrensplatsen 2.A                                          317575,00   6401786,00      57,7211152173      11,9369102297
2421 Bronsåldersgatan 2               2421                                                                 315426,00   6392531,00      57,6372000000      11,9080000000
2423 Bronsåldersgatan 52              2423                                                                 315303,00   6392885,00      57,6403509965      11,9056409350
2424 Bronsåldersgatan 82              2424                                                                 315242,00   6392994,00      57,6413037472      11,9045373293
1426 Grevegårdsv.68                   1426                                                                 314683,00   6393498,00      57,6455949020      11,8948012404
2462 Hammarvägen 9                    2462                                                                 314575,00   6391252,00      57,6254052626      11,8947161829
2896 Skogsvägen 8                     2896 Skogsvägen 8 - Mpl skylt saknas                                 314758,00   6404934,00      57,7481982521      11,8872626993
2895 Forsbäcksvägen 11                2895 Forsbäcksvägen 11 - Mpl skylt saknas                            314473,00   6404641,00      57,7454526453      11,8827081253
2894 Asplyckevägen 44                 2894 Asplyckevägen 44 - Mpl skylt saknas                             314681,00   6404581,00      57,7450003015      11,8862434421
2893 Skalbacksvägen 17                2893 Skalbacksvägen 17 - Mpl skylt saknas                            314887,00   6404337,00      57,7428967696      11,8898868745
2892 Asplyckevägen 5.A                2892 Asplyckevägen 5.A - Mpl skylt saknas                            314997,00   6404463,00      57,7440722479      11,8916348264
2891 Klaralidsvägen 7.B               2891 Klaralidsvägen 7.B - Mpl skylt saknas                           315086,00   6404255,00      57,7422433255      11,8932878923
2874 Krabbeliderna 63                 2874 Krabbeliderna 63 - Mpl skylt saknas                             315715,00   6403680,00      57,7373444508      11,9042790602
2873 Trättebäcksliden 26              2873 Trättebäcksliden 26 - Mpl skylt saknas                          315756,00   6403497,00      57,7357198558      11,9051069430
2872 Torehatts Backe 14               2872 Torehatss Backe 14 - Mpl skylt saknas                           316004,00   6403416,00      57,7350950283      11,9093279098
2871 Trättebäcksliden 14              2871 Trättebäcksliden 14 - Mpl skylt saknas                          315954,00   6403563,00      57,7363930439      11,9083767990
2868 Lilla Myrekärrsv.20              2868 L Myrekärrsvägen 20 - Mpl skylt saknas                          316661,00   6404223,00      57,7426019052      11,9197297017
2867 Myrekärrsvägen 21                2867 Myrekärrsvägen 21 - Mpl skylt saknas                            316429,00   6404091,00      57,7413231606      11,9159392675
2863 Bjurslättsliden hållplats        2863 Läge C - Mpl skylt saknas                                       316192,00   6403419,00      57,7351988800      11,9124782496
2861 Vinlandsgatan 8.B                2861                                                                 316473,00   6403128,00      57,7327036401      11,9174127938
2847 Bufjällsleden 2                  2847                                                                 316863,00   6403025,00      57,7319000000      11,9240000000
2846 Arvid Lindmansg.21               2846                                                                 316798,00   6402803,00      57,7299211468      11,9231102017
Benämning                      Num Hplnamn Notering                                                       Numerisk X   Numerisk Y          wgs84_lat         wgs84_long
------------------------------ ----------- ------------------------------------------------------------ ------------ ------------ ------------------ ------------------
2840 Bjurslätts Torg 4                2840                                                                 317002,00   6402712,00      57,7291880275      11,9266000657
2015 Rimmaregatan 2                   2015 Vårdcentral                                                     320702,00   6404530,00      57,7470000000      11,9873000000
2016 Lisa Sass Gata 12                2016                                                                 320753,00   6404874,00      57,7500930268      11,9878834063
2062 Sagogången 32                    2062                                                                 319921,00   6403953,00      57,7415000000      11,9746000000
2063 Sagogången 20                    2063                                                                 319903,00   6403782,00      57,7400000000      11,9744000000
2083 Backa Bergögata 18               2083 Mat & Potatis                                                   321539,00   6404554,00      57,7475357130      12,0013087276
1234 N Dragspelsgatan 3               1234 Fr.Pianogatan                                                   316080,00   6394467,00      57,6549000000      11,9174000000
1220 Radiovägen 5                     1220 ICA Kvantum - Baksidan                                          316124,00   6393855,00      57,6493870250      11,9186351245
1270 Frölunda Kulturhus               1270 Valthornsgatan 13                                               315589,00   6394403,00      57,6540837410      11,9092663709
1266 Kortvågsgatan 12                 1266                                                                 316699,00   6394304,00      57,6536000000      11,9279000000
1425 Grevegårdsv.28                   1425                                                                 314617,00   6393702,00      57,6473975029      11,8935407458
1436 Smyckegatan 49                   1436                                                                 315024,00   6394432,00      57,6541000000      11,8998000000
1865 Bräcke Östergård                 1865 Diakonigård Hus 10.A                                            315317,00   6400493,00      57,7086000000      11,9001000000
1866 Bräcke Västergård                1866 Diakonigård Hus 11                                              314902,00   6400286,00      57,7066000000      11,8933000000
1899 Köpenhamnsgatan 6                1899                                                                 315232,00   6399756,00      57,7020000000      11,8992000000
1898 Londongatan 71                   1898                                                                 315459,00   6399800,00      57,7024000000      11,9030000000
1897 Utmarksgatan 40                  1897                                                                 315147,00   6399940,00      57,7036000000      11,8976000000
1896 Utmarksgatan 64.A                1896                                                                 314943,00   6400093,00      57,7049000000      11,8941000000
1895 Slånbärsvägen 15                 1895                                                                 315102,00   6400161,00      57,7055000000      11,8967000000
1894 Diakonissgatan 6                 1894                                                                 315315,00   6400184,00      57,7058000000      11,9003000000
1893 Sö Vårvindsg.12.A                1893                                                                 315491,00   6400300,00      57,7069000000      11,9031000000
1892 Norskagatan 31                   1892 Fr.Oslogatan                                                    315516,00   6399935,00      57,7037000000      11,9038000000
1891 Londongatan 29                   1891                                                                 315556,00   6400107,00      57,7052000000      11,9044000000
1882 Arbetaregatan 13                 1882                                                                 317174,00   6400186,00      57,7066009567      11,9314035823
1888 Eriksbergstorget 1               1888 BOKAS EJ 21:E MAJ, GÖTEBORGSVARVET Blå Hallen                   316087,00   6399565,00      57,7005877602      11,9136635455
1889 Mimergatan 1                     1889 BOKAS EJ 21:E MAJ - GÖTEBORGSVARVET Fr.Ö Eriksbergsgatan        316360,00   6399737,00      57,7022420748      11,9181062226
1881 Stapelbädden 1                   1881 Vändplan                                                        317269,00   6399779,00      57,7029889583      11,9333043386
1760 Höstvädersg.1                    1760 Vårdcentral - SDF                                               314963,00   6401038,00      57,7133000000      11,8937000000
1761 Blidvädersgatan 16               1761 Dagcentral                                                      315054,00   6400873,00      57,7119000000      11,8954000000
1762 Blidvädersgatan 42               1762                                                                 314939,00   6400780,00      57,7110000000      11,8935000000
1763 Blidvädersgatan 23               1763                                                                 314810,00   6400633,00      57,7096000000      11,8915000000
1764 Blidvädersgatan 39               1764                                                                 314578,00   6400581,00      57,7091000000      11,8876000000
1766 Vårvädersgatan 12                1766                                                                 314717,00   6400796,00      57,7110667684      11,8897642241
1772 Vårvädersgatan 13                1772                                                                 314576,00   6400783,00      57,7108920767      11,8874112785
1771 Vårvädersgatan 19                1771                                                                 314603,00   6400912,00      57,7120602722      11,8877644625
1774 Erik Väderhatts G.8              1774                                                                 314572,00   6401108,00      57,7138000000      11,8871000000
1775 Snövädersgatan 2                 1775                                                                 314668,00   6401091,00      57,7137000000      11,8887000000
1773 Blidvädersgatan 55               1773                                                                 314460,00   6400789,00      57,7109000000      11,8855000000
1784 Blåsvädersgatan 6                1784                                                                 314788,00   6401123,00      57,7140289842      11,8907023477
1783 Regnvädersg.12                   1783 Fr.Blåsvädersgatan                                              314669,00   6401229,00      57,7149306780      11,8886264039
1780 Blåsvädersgatan 18               1780                                                                 314563,00   6401502,00      57,7173356056      11,8866394525
1781 Blåsvädersgatan 24               1781                                                                 314544,00   6401673,00      57,7189000000      11,8862000000
1782 Köldgatan 14                     1782                                                                 314766,00   6401640,00      57,7186570536      11,8899356249
1786 Höstvädersgatan 67               1786                                                                 314906,00   6401582,00      57,7181944267      11,8923269933
1785 Mildvädersgatan 1                1785 Fr.Höstvädersgatan                                              314854,00   6401390,00      57,7164509118      11,8916030388
1827 Rambergsvallen - Vårv.T          1827 Läge D - mot Vårväderstorget                                    317037,00   6401648,00      57,7196587597      11,9279964842
1815 Virvelvindsgatan 8.A             1815 Vårdcentral                                                     317753,00   6401713,00      57,7205325838      11,9399493700
2800 Wieselgrensplatsen               2800 Läge E                                                          317438,00   6401859,00      57,7217143359      11,9345581490
2805 Konvaljegatan 8                  2805 Granngården - Vid hissen                                        317534,00   6402081,00      57,7237446107      11,9359991502
2812 Sehlstedtsgatan 12               2812 Äldreboende Bjurslätt                                           317771,00   6402425,00      57,7269263059      11,9397116088
2808 G Björlandavägen 17              2808                                                                 317920,00   6402230,00      57,7252376113      11,9423574871
2811 Gullrisgatan 5.A                 2811                                                                 318016,00   6402403,00      57,7268281953      11,9438360185
2807 G Björlandavägen 43              2807                                                                 317662,00   6402260,00      57,7254000000      11,9380000000
2815 Fyrklöversgatan 66               2815                                                                 317340,00   6402496,00      57,7273881484      11,9324315647
2816 Blåsippsgatan 7                  2816                                                                 318028,00   6402602,00      57,7286180146      11,9438866972
2817 Ibsensgatan 28                   2817                                                                 317828,00   6402607,00      57,7285818251      11,9405294486
2818 Nansensgatan 57                  2818                                                                 317589,00   6402583,00      57,7282696553      11,9365403877
1810 Kvilletorget                     1810 Brämaregatan 10                                                 318201,00   6401492,00      57,7187000000      11,9476000000
1811 Vindragaregatan 14               1811                                                                 318163,00   6401333,00      57,7173000000      11,9471000000
1812 Hisingsgatan 22                  1812 Hörnet Ekebergsgatan                                            318042,00   6401414,00      57,7180000000      11,9450000000
1813 Virvelvindsgatan 2               1813                                                                 318006,00   6401639,00      57,7199713716      11,9442466044
1816 Herkulesgatan 36                 1816                                                                 318097,00   6401139,00      57,7155000000      11,9462000000
1820 Virveltorget                     1820 Virvelvindsgatan 12.D                                           317552,00   6401702,00      57,7204000000      11,9366000000
1821 Övre Hallegatan 48               1821                                                                 317645,00   6401561,00      57,7191000000      11,9383000000
Benämning                      Num Hplnamn Notering                                                       Numerisk X   Numerisk Y          wgs84_lat         wgs84_long
------------------------------ ----------- ------------------------------------------------------------ ------------ ------------ ------------------ ------------------
1822 Övre Hallegatan 26               1822                                                                 317642,00   6401438,00      57,7180000000      11,9383000000
1823 Rambergsv.13.A                   1823                                                                 317522,00   6401292,00      57,7167000000      11,9364000000
1824 V Stillestorpsg.24               1824 Rambergsvägen 21.D                                              317404,00   6401358,00      57,7172000000      11,9344000000
1825 Virvelvindsgatan 28              1825                                                                 317217,00   6401421,00      57,7177000000      11,9312000000
1826 Kastvindsgatan 1                 1826 Fr.Virvelvindsgatan                                             317378,00   6401536,00      57,7187927516      11,9337976013
1831 Ö Andersgårdsg.3.B               1831 Fr.Inlandsgatan                                                 316984,00   6401197,00      57,7155919403      11,9274510633
1833 V Andersgårdsg.10                1833                                                                 316842,00   6401256,00      57,7161000000      11,9250000000
1830 Eketrägatan Hpl                  1830 Läge H                                                          315958,00   6401260,00      57,7157382055      11,9102065590
1870 Eriksbergs Köpc.                 1870 Coop Extra                                                      316509,00   6400432,00      57,7085000000      11,9201000000
1873 Lundby Nya Kyrka                 1873 Lundbygatan 1.A                                                 316279,00   6400352,00      57,7077000000      11,9163000000
1871 Lundbygatan 7                    1871 Fr.Douglasgatan                                                 316290,00   6400457,00      57,7087000000      11,9164000000
1872 Douglasgatan 27                  1872                                                                 316045,00   6400467,00      57,7087000000      11,9123000000
1874 Bautastensgatan 10               1874                                                                 316002,00   6400208,00      57,7063000000      11,9118000000
1875 Pilegårdsgatan 7.C               1875                                                                 315918,00   6400079,00      57,7051000000      11,9104000000
1876 Vårbroddsgatan 5                 1876                                                                 315753,00   6400325,00      57,7073000000      11,9075000000
1703 Långströmsgatan 10.A             1703                                                                 315503,00   6402043,00      57,7225747240      11,9019800658
1702 Långströmsgatan 26               1702 OBS! SAMMA ADRESS MEN SKYLT FLYTTAD UNDER BYGGPERIOD            315472,00   6402233,00      57,7242661783      11,9013145365
1701 Långströmsgatan 42.A             1701                                                                 315474,00   6402386,00      57,7256392945      11,9012307252
1704 Jättestensskolan Hpl             1704 Läge B, Långströmsgatan                                         315689,00   6401789,00      57,7203728256      11,9052926318
1705 Jättestensgatan 10               1705                                                                 315682,00   6401564,00      57,7183518178      11,9053478166
1706 Baltzersgatan 4.B                1706                                                                 315755,00   6401368,00      57,7166237439      11,9067215297
1707 Baltzersgatan 25                 1707                                                                 315547,00   6401312,00      57,7160361907      11,9032781624
1708 Hakefjordsgatan 106              1708                                                                 315391,00   6401607,00      57,7186181123      11,9004371014
1709 Vadstenagatan 26                 1709                                                                 315945,00   6401865,00      57,7211593338      11,9095257519
1710 Solstrålegatan 12                1710 Taxificka A                                                     315290,00   6403765,00      57,7379323247      11,8970861642
1711 Solstrålegatan 26                1711 Taxificka B                                                     315336,00   6403914,00      57,7393000000      11,8977000000
1725  Klimatgatan 63                  1725                                                                 315058,00   6403759,00      57,7377830748      11,8932000510
1724 Klimatgatan 39                   1724 Korsning Barometergatan                                         315037,00   6403647,00      57,7367698115      11,8929340552
1723 Klimatgatan 29                   1723 Korsning  Högtrycksgatan                                        315012,00   6403541,00      57,7358087984      11,8925965204
1722 Klimatgatan 10                   1722 Korsning Lufttrycksgatan                                        314978,00   6403387,00      57,7344135489      11,8921448225
1720 Temperaturgatan 2                1720                                                                 314976,00   6403178,00      57,7325381836      11,8922722564
1717 Länsmansg.Kyrka                  1717 flyttad bakom ica Lastbryggan                                   314982,00   6403248,00      57,7331684592      11,8923188945
1712 Daggdroppegatan 20               1712                                                                 315142,00   6403461,00      57,7351448211      11,8948380393
1713 Daggdroppeg.3                    1713 Vårvindens Fritidsgård                                          315102,00   6403307,00      57,7337471118      11,8942857383
1727 Temperaturgatan 23               1727                                                                 314777,00   6403299,00      57,7335000000      11,8888000000
1729 Temperaturgatan 74               1729 Länsmansg. Motionscentrum                                       314585,00   6403294,00      57,7334000000      11,8856000000
1728 Temperaturgatan 93               1728                                                                 314770,00   6403532,00      57,7356283841      11,8885450999
1726 Temperaturgatan 32               1726                                                                 314801,00   6403199,00      57,7326544049      11,8893216420
1714 Rimfrostgatan 1                  1714                                                                 315042,00   6403038,00      57,7313000000      11,8935000000
1715 Rimfrostgatan 71                 1715                                                                 314846,00   6402916,00      57,7301347325      11,8902941508
1716 Rimfrostgatan 125                1716                                                                 314679,00   6402896,00      57,7298864603      11,8875095846
1730 Väderilsgatan 57                 1730 Fr.Sommarvädersgatan                                            315179,00   6402619,00      57,7276079459      11,8961059011
1731 N Fjädermolnsg.22                1731                                                                 315383,00   6403407,00      57,7347595816      11,8989209707
1732 Sö Fjädermolnsg.2                1732                                                                 315355,00   6403102,00      57,7320123758      11,8986857115
1733 Stackmolnsgatan 1                1733                                                                 315308,00   6402961,00      57,7307283813      11,8980059357
1734 Stackmolnsg.15                   1734                                                                 315292,00   6402769,00      57,7289997880      11,8978852257
1735 Badvädersgatan 7                 1735                                                                 315194,00   6402467,00      57,7262507048      11,8964742113
1736 Badvädersgatan 19                1736                                                                 315270,00   6402586,00      57,7273493442      11,8976569744
1740 Friskväderstorget                1740                                                                 314918,00   6402191,00      57,7237000000      11,8921000000
1741 Friskväderstorget 9              1741 Dagcentral                                                      314913,00   6402320,00      57,7248000000      11,8919000000
1742 Längdhopparegång.9               1742 Solvädersbyn                                                    314751,00   6402124,00      57,7229918958      11,8893114733
1743 Godvädersg.15.A                  1743 Fr.Flygvädersgatan                                              314745,00   6402420,00      57,7256000000      11,8890000000
1745 Flygvädersgatan 11               1745                                                                 314624,00   6402537,00      57,7266438686      11,8868642180
1746 Dimvädersgatan 34                1746                                                                 314738,00   6402612,00      57,7273635160      11,8887176595
1750 Väderbodarna                     1750 Fr.Önskevädersgatan                                             315100,00   6402135,00      57,7232343221      11,8951536379
1751 Vintervädersgatan 1              1751                                                                 315050,00   6402431,00      57,7258686459      11,8940877502
1752 Önskevädersgatan 35              1752                                                                 315092,00   6402032,00      57,7223072038      11,8950986024
1753 Önskevädersgatan 15              1753                                                                 315038,00   6401901,00      57,7211099887      11,8942942232
1754 Molnvädersgatan 20               1754 Fr.Önskevädersgatan                                             315158,00   6401777,00      57,7200471113      11,8964009494
1755 Sommarvädersg.64                 1755 Taxificka B                                                     315093,00   6401574,00      57,7181996348      11,8954675309
1757 Sommarvädersg.12                 1757                                                                 315040,00   6401248,00      57,7152539097      11,8948296998
1788 Skeppsbyggareg.12                1788                                                                 315790,00   6402209,00      57,7241813051      11,9066640488
1792 Skänningegatan 2                 1792 Fr.Kalmargatan                                                  316087,00   6401945,00      57,7219000000      11,9118000000
1793 Marstrandsg.11                   1793                                                                 316022,00   6401615,00      57,7189000000      11,9110000000
Benämning                      Num Hplnamn Notering                                                       Numerisk X   Numerisk Y          wgs84_lat         wgs84_long
------------------------------ ----------- ------------------------------------------------------------ ------------ ------------ ------------------ ------------------
1794 Arbogagatan 3                    1794                                                                 316312,00   6401548,00      57,7184661771      11,9159200050
1796 Toredalsgatan 26                 1796                                                                 316378,00   6401842,00      57,7211301564      11,9168018731
1790 Svartedalsgatan 2                1790 Äldreboende Svartedalen                                         315599,00   6402935,00      57,7306147347      11,9029052647
1791 Svartedalsgatan 11               1791                                                                 315637,00   6402984,00      57,7311000000      11,9035000000
1765 Biskopsgården Kyrka              1765 Vårvädersgatan 8                                                314781,00   6400884,00      57,7119000000      11,8908000000
2802 Långängen 15                     2802                                                                 317960,00   6401851,00      57,7219000000      11,9433000000
2803 Långängen 27                     2803                                                                 317748,00   6401869,00      57,7219000000      11,9398000000
2814 G Björlandavägen 73              2814                                                                 317319,00   6402304,00      57,7256574475      11,9322253088
2821 Guldpokalsg.8.A                  2821                                                                 317178,00   6401772,00      57,7208282981      11,9302657191
2822 Östanvindsgatan 2.A              2822                                                                 317339,00   6401998,00      57,7229209058      11,9327929792
2823 Sockenvägen 18.A                 2823                                                                 317099,00   6401999,00      57,7228000000      11,9288000000
2825 Anna Lesselsgatan 2.B            2825                                                                 316880,00   6401789,00      57,7209000000      11,9253000000
2826 Alice Bonthronsg.2.B             2826                                                                 316723,00   6401674,00      57,7198000000      11,9227000000
2827 Blackevägen 26                   2827                                                                 316802,00   6402078,00      57,7234000000      11,9237000000
2828 Blackevägen 56                   2828                                                                 316864,00   6402401,00      57,7263000000      11,9245000000
2829 G Björlandav.88                  2829                                                                 317030,00   6402474,00      57,7270647595      11,9272507133
2837 Gamla Björlandav.102             2837                                                                 316893,00   6402562,00      57,7278000000      11,9249000000
2838 Gamla Björlandav.134             2838                                                                 316818,00   6402604,00      57,7281443779      11,9235972540
2831 Toredalsgatan 6                  2831                                                                 316456,00   6401646,00      57,7194039947      11,9182589156
2832 Flunsåsliden 22                  2832                                                                 316477,00   6401889,00      57,7215921519      11,9184255657
2833 Toredalsgatan 46                 2833                                                                 316360,00   6402055,00      57,7230332636      11,9163374975
2834 Toredalsgatan 53                 2834                                                                 316409,00   6402377,00      57,7259000000      11,9169000000
2835 Toredalsgatan 72                 2835                                                                 316473,00   6402557,00      57,7276000000      11,9179000000
2836 Toredalsgatan 92                 2836                                                                 316478,00   6402764,00      57,7294407534      11,9177744976
2851 Toredalsgatan 124                2851                                                                 316259,00   6402921,00      57,7307595345      11,9139824893
2845 Slättadammsgatan 7               2845                                                                 317111,00   6402929,00      57,7311788402      11,9282626128
2844 Scholandersg.3.A                 2844                                                                 317241,00   6402809,00      57,7301553370      11,9305337676
2842 Hällskriftsgatan 2.B             2842                                                                 317352,00   6402668,00      57,7289358345      11,9325020502
2843 Hällskriftsgatan 11              2843                                                                 317476,00   6402946,00      57,7314796981      11,9343701099
2852 G Björlandav.167                 2852 G Björlandavägen 167 - Mpl skylt saknas                         316372,00   6403060,00      57,7320523996      11,9157710697
2853 Sankt Olofsgatan 50              2853 Sankt Olofsgatan 50 - Mpl skylt saknas                          316208,00   6403198,00      57,7332231438      11,9129155290
2857 Krabbeliderna 22                 2857 Krabbeliderna 22 - Mpl skylt saknas                             315975,00   6403189,00      57,7330470728      11,9090154045
2855 Kung Sverres G.95                2855 Taxificka C, vändplats                                          315905,00   6402446,00      57,7264000000      11,9084000000
2854 Sankt Olofsgatan 17              2854                                                                 316011,00   6402771,00      57,7293126615      11,9099389040
2856 Tredjedalsgatan 12               2856                                                                 315711,00   6402760,00      57,7290910093      11,9049174294
1862 Enskiftesgatan 9                 1862                                                                 315383,00   6400964,00      57,7128000000      11,9008000000
1861 Sö Sälöfjordsg.36                1861 Fr.Rydholmsgatan                                                315506,00   6400812,00      57,7115000000      11,9030000000
1863 Rydholmsgatan 32                 1863                                                                 315288,00   6400806,00      57,7114000000      11,8993000000
1864 Vårflodsgatan 12                 1864                                                                 315488,00   6400528,00      57,7090000000      11,9029000000
1834 Institutsgatan 27                1834                                                                 316281,00   6401423,00      57,7173000000      11,9155000000
1842 Inägogatan 27.A                  1842                                                                 316039,00   6401065,00      57,7140223150      11,9117132277
1851 Eketrägatan 20.D                 1851                                                                 315906,00   6401109,00      57,7144000000      11,9095000000
1853 Byalagsgatan 11.A                1853                                                                 315919,00   6400808,00      57,7117000000      11,9099000000
1854 Eketrägatan 3                    1854                                                                 315736,00   6400549,00      57,7092700118      11,9070300266
1850 Kyrkbytorget                     1850 Eketrägatan 11.A                                                315785,00   6400774,00      57,7113000000      11,9077000000
1848 Inägogatan 19                    1848                                                                 316068,00   6400902,00      57,7126000000      11,9123000000
